district,year,week,cases
Kandy,2023,9,21
Kandy,2023,10,33
Kandy,2023,11,22
Kandy,2023,12,25
Kandy,2023,13,48
Kandy,2023,14,39
Kandy,2023,15,28
Kandy,2023,16,33
Kandy,2023,17,44
Kandy,2023,18,75
Kandy,2023,19,76
Kandy,2023,20,84
Kandy,2023,21,113
Kandy,2023,22,110
Kandy,2023,23,152
Kandy,2023,24,175
Kandy,2023,25,297
Kandy,2023,26,294
Kandy,2023,27,332
Kandy,2023,28,314
Kandy,2023,29,325
Kandy,2023,30,308
Kandy,2023,32,207
Kandy,2023,33,189
Kandy,2023,34,243
Kandy,2023,35,206
Kandy,2023,36,169
Kandy,2023,37,117
Kandy,2023,38,137
Kandy,2023,39,117
Kandy,2023,40,173
Kandy,2023,41,29
Kandy,2023,42,120
Kandy,2023,43,112
Kandy,2023,44,99
Kandy,2023,45,123
Kandy,2023,46,111
Kandy,2023,47,108
Kandy,2023,48,119
Kandy,2023,49,97
Kandy,2023,50,86
Kandy,2023,51,88
Kandy,2024,1,56
Kandy,2024,2,100
Kandy,2024,3,86
Kandy,2024,4,66
Kandy,2024,5,87
Kandy,2024,6,68
Kandy,2024,7,64
Kandy,2024,8,52
Kandy,2024,9,74
Kandy,2024,10,51
Kandy,2024,11,56
Kandy,2024,12,63
Kandy,2024,13,76
Kandy,2024,14,84
Kandy,2024,15,216
Kandy,2024,16,67
Kandy,2024,17,94
Kandy,2024,18,108
Kandy,2024,19,136
Kandy,2024,20,163
Kandy,2024,21,174
Kandy,2024,22,227
Kandy,2024,23,205
Kandy,2024,24,484
Kandy,2024,25,237
Kandy,2024,27,229
Kandy,2024,28,181
Kandy,2024,29,230
Kandy,2024,30,226
Kandy,2024,31,287
Kandy,2024,32,250
Kandy,2024,33,260
Kandy,2024,34,209
Kandy,2024,35,340
Kandy,2024,37,134
Kandy,2024,38,108
Kandy,2024,39,134
Kandy,2024,40,96
Kandy,2024,41,128
Kandy,2024,42,136
Kandy,2024,43,135
Kandy,2024,44,197
Kandy,2024,45,266
Kandy,2024,46,310
Kandy,2024,47,320
Kandy,2024,48,334
Kandy,2024,49,355
Kandy,2024,50,399
Kandy,2024,51,360
Kandy,2024,52,370
Kilinochchi,2021,2,2
Kilinochchi,2021,44,1
Kilinochchi,2021,45,2
Kilinochchi,2021,49,1
Kilinochchi,2022,5,2
Kilinochchi,2022,6,4
Kilinochchi,2022,13,1
Kilinochchi,2022,14,1
Kilinochchi,2022,17,1
Kilinochchi,2022,19,1
Kilinochchi,2022,28,1
Kilinochchi,2022,35,1
Kilinochchi,2022,49,2
Kilinochchi,2022,50,1
Kilinochchi,2022,51,3
Kilinochchi,2022,52,5
Kilinochchi,2023,1,9
Kilinochchi,2023,3,1
Kilinochchi,2023,4,12
Kilinochchi,2023,5,5
Kilinochchi,2023,6,2
Kilinochchi,2023,7,2
Kilinochchi,2023,8,1
Kilinochchi,2023,9,1
Kilinochchi,2023,10,1
Kilinochchi,2023,11,1
Kilinochchi,2023,12,6
Kilinochchi,2023,13,1
Kilinochchi,2023,14,3
Kilinochchi,2023,15,2
Kilinochchi,2023,16,2
Kilinochchi,2023,17,1
Kilinochchi,2023,18,4
Kilinochchi,2023,19,2
Kilinochchi,2023,20,4
Kilinochchi,2023,21,5
Kilinochchi,2023,22,4
Kilinochchi,2023,23,2
Kilinochchi,2023,24,6
Kilinochchi,2023,25,3
Kilinochchi,2023,26,5
Kilinochchi,2023,27,4
Kilinochchi,2023,28,2
Kilinochchi,2023,30,2
Kilinochchi,2023,33,1
Kilinochchi,2023,34,8
Kilinochchi,2023,35,1
Kilinochchi,2023,36,2
Kilinochchi,2023,37,1
Kilinochchi,2023,38,3
Kilinochchi,2023,39,2
Kilinochchi,2023,42,3
Kilinochchi,2023,43,2
Kilinochchi,2023,44,1
Kilinochchi,2023,46,2
Kilinochchi,2023,47,2
Kilinochchi,2023,48,1
Kilinochchi,2023,49,1
Kilinochchi,2023,50,1
Kilinochchi,2023,51,7
Kilinochchi,2024,1,7
Kilinochchi,2024,2,4
Kilinochchi,2024,3,3
Kilinochchi,2024,4,4
Kilinochchi,2024,5,3
Kilinochchi,2024,6,7
Kilinochchi,2024,7,2
Kilinochchi,2024,8,3
Kilinochchi,2024,9,3
Kilinochchi,2024,10,1
Kilinochchi,2024,11,5
Kilinochchi,2024,12,3
Kilinochchi,2024,14,2
Kilinochchi,2024,15,4
Kilinochchi,2024,16,1
Kilinochchi,2024,17,3
Kilinochchi,2024,18,1
Kilinochchi,2024,19,2
Kilinochchi,2024,21,2
Kilinochchi,2024,22,1
Kilinochchi,2024,23,4
Kilinochchi,2024,24,4
Kilinochchi,2024,25,5
Kilinochchi,2024,27,1
Kilinochchi,2024,28,1
Kilinochchi,2024,30,2
Kilinochchi,2024,32,1
Kilinochchi,2024,34,1
Kilinochchi,2024,39,2
Kilinochchi,2024,43,3
Kilinochchi,2024,44,1
Kilinochchi,2024,45,2
Kilinochchi,2024,46,2
Kilinochchi,2024,47,1
Kilinochchi,2024,48,3
Kilinochchi,2024,49,1
Kilinochchi,2024,50,4
Kilinochchi,2024,51,3
Kilinochchi,2024,52,20
Kurunegala,2021,1,12
Kurunegala,2021,2,13
Kurunegala,2021,3,19
Kurunegala,2021,43,5
Kurunegala,2021,44,7
Kurunegala,2021,45,4
Kurunegala,2021,46,2
Kurunegala,2021,47,1
Kurunegala,2021,49,3
Kurunegala,2021,50,11
Kurunegala,2021,51,7
Kurunegala,2022,4,6
Kurunegala,2022,5,12
Kurunegala,2022,6,10
Kurunegala,2022,7,13
Kurunegala,2022,8,17
Kurunegala,2022,9,25
Kurunegala,2022,10,28
Kurunegala,2022,11,35
Kurunegala,2022,12,30
Kurunegala,2022,13,49
Kurunegala,2022,14,32
Kurunegala,2022,15,37
Kurunegala,2022,16,25
Kurunegala,2022,17,28
Kurunegala,2022,18,22
Kurunegala,2022,19,19
Kurunegala,2022,21,16
Kurunegala,2022,22,11
Kurunegala,2022,23,17
Kurunegala,2022,24,42
Kurunegala,2022,25,50
Kurunegala,2022,26,43
Kurunegala,2022,27,45
Kurunegala,2022,28,28
Kurunegala,2022,29,61
Kurunegala,2022,30,61
Kurunegala,2022,31,61
Kurunegala,2022,32,42
Kurunegala,2022,33,13
Kurunegala,2022,34,8
Kurunegala,2022,35,14
Kurunegala,2022,36,16
Kurunegala,2022,37,5
Kurunegala,2022,38,9
Kurunegala,2022,39,20
Kurunegala,2022,40,22
Kurunegala,2022,41,26
Kurunegala,2022,42,27
Kurunegala,2022,43,42
Kurunegala,2022,44,33
Kurunegala,2022,45,53
Kurunegala,2022,46,58
Kurunegala,2022,47,73
Kurunegala,2022,48,57
Kurunegala,2022,49,67
Kurunegala,2022,50,92
Kurunegala,2022,51,99
Kurunegala,2022,52,111
Kurunegala,2023,1,134
Kurunegala,2023,3,157
Kurunegala,2023,4,109
Kurunegala,2023,5,82
Kurunegala,2023,6,51
Kurunegala,2023,7,20
Kurunegala,2023,8,45
Kurunegala,2023,9,26
Kurunegala,2023,10,21
Kurunegala,2023,11,33
Kurunegala,2023,12,34
Kurunegala,2023,13,31
Kurunegala,2023,14,41
Kurunegala,2023,15,28
Kurunegala,2023,16,12
Kurunegala,2023,17,12
Kurunegala,2023,18,27
Kurunegala,2023,19,33
Kurunegala,2023,20,22
Kurunegala,2023,21,50
Kurunegala,2023,23,45
Kurunegala,2023,24,66
Kurunegala,2023,25,116
Kurunegala,2023,26,94
Kurunegala,2023,36,32
Kurunegala,2023,37,29
Kurunegala,2023,38,13
Kurunegala,2023,41,26
Kurunegala,2023,43,22
Kurunegala,2024,30,54
Kurunegala,2024,31,60
Kurunegala,2024,37,26
Mannar,2021,1,2
Mannar,2021,2,1
Mannar,2021,50,1
Mannar,2022,4,2
Mannar,2022,5,2
Mannar,2022,6,1
Mannar,2022,9,3
Mannar,2022,10,3
Mannar,2022,11,1
Mannar,2022,13,1
Mannar,2022,14,2
Mannar,2022,15,1
Mannar,2022,16,2
Mannar,2022,17,1
Mannar,2022,22,1
Mannar,2022,24,1
Mannar,2022,30,1
Mannar,2022,33,1
Mannar,2022,42,3
Mannar,2022,46,2
Mannar,2022,47,6
Mannar,2022,49,35
Mannar,2022,50,62
Mannar,2022,51,95
Mannar,2022,52,77
Mannar,2023,1,71
Mannar,2023,3,28
Mannar,2023,4,25
Mannar,2023,5,15
Mannar,2023,6,16
Mannar,2023,7,4
Mannar,2023,8,3
Mannar,2023,9,1
Mannar,2023,10,5
Mannar,2023,11,1
Mannar,2023,12,1
Mannar,2023,13,1
Mannar,2023,14,1
Mannar,2023,17,4
Mannar,2023,18,3
Mannar,2023,21,2
Mannar,2023,22,3
Mannar,2023,23,2
Mannar,2023,24,7
Mannar,2023,25,1
Mannar,2023,26,5
Mannar,2023,27,2
Mannar,2023,28,1
Mannar,2023,29,1
Mannar,2023,32,2
Mannar,2023,33,1
Mannar,2023,34,1
Mannar,2023,38,1
Mannar,2023,42,13
Mannar,2023,43,4
Mannar,2023,44,6
Mannar,2023,45,5
Mannar,2023,46,14
Mannar,2023,47,12
Mannar,2023,48,13
Mannar,2023,49,11
Mannar,2023,50,4
Mannar,2023,51,20
Mannar,2024,3,17
Mannar,2024,4,1
Mannar,2024,6,8
Mannar,2024,7,1
Mannar,2024,9,4
Mannar,2024,11,3
Mannar,2024,13,3
Mannar,2024,14,4
Mannar,2024,16,6
Mannar,2024,17,5
Mannar,2024,18,3
Mannar,2024,20,1
Mannar,2024,21,5
Mannar,2024,22,5
Mannar,2024,23,5
Mannar,2024,24,5
Mannar,2024,25,1
Mannar,2024,27,3
Mannar,2024,29,1
Mannar,2024,31,3
Mannar,2024,38,2
Mannar,2024,40,1
Mannar,2024,42,1
Matale,2021,1,5
Matale,2021,2,4
Matale,2021,3,3
Matale,2021,43,1
Matale,2021,44,2
Matale,2021,45,3
Matale,2021,46,4
Matale,2021,47,2
Matale,2021,49,3
Matale,2021,50,2
Matale,2021,51,5
Matale,2022,4,1
Matale,2022,5,1
Matale,2022,6,3
Matale,2022,7,1
Matale,2022,8,3
Matale,2022,9,2
Matale,2022,10,4
Matale,2022,11,4
Matale,2022,12,1
Matale,2022,13,3
Matale,2022,14,1
Matale,2022,15,4
Matale,2022,16,6
Matale,2022,17,2
Matale,2022,18,4
Matale,2022,19,4
Matale,2022,22,3
Matale,2022,23,5
Matale,2022,24,4
Matale,2022,25,5
Matale,2022,26,3
Matale,2022,27,7
Matale,2022,28,10
Matale,2022,29,11
Matale,2022,30,16
Matale,2022,31,13
Matale,2022,32,13
Matale,2022,33,15
Matale,2022,34,4
Matale,2022,35,4
Matale,2022,36,1
Matale,2022,37,4
Matale,2022,39,9
Matale,2022,40,5
Matale,2022,41,7
Matale,2022,42,10
Matale,2022,43,3
Matale,2022,44,4
Matale,2022,45,6
Matale,2022,46,5
Matale,2022,47,14
Matale,2022,48,10
Matale,2022,49,16
Matale,2022,50,10
Matale,2022,51,11
Matale,2022,52,10
Matale,2023,1,3
Matale,2023,3,8
Matale,2023,4,25
Matale,2023,5,16
Matale,2023,6,12
Matale,2023,7,5
Matale,2023,8,3
Matale,2023,9,6
Matale,2023,10,10
Matale,2023,11,6
Matale,2023,12,1
Matale,2023,13,6
Matale,2023,14,11
Matale,2023,15,7
Matale,2023,16,8
Matale,2023,17,10
Matale,2023,18,6
Matale,2023,19,15
Matale,2023,20,8
Matale,2023,21,13
Matale,2023,23,30
Matale,2023,24,45
Matale,2023,25,84
Matale,2023,26,59
Matale,2023,36,12
Matale,2023,37,22
Matale,2023,38,23
Matale,2023,41,7
Matale,2023,43,18
Matara,2021,1,3
Matara,2021,2,8
Matara,2021,3,6
Matara,2021,43,6
Matara,2021,44,5
Matara,2021,45,5
Matara,2021,46,3
Matara,2021,47,6
Matara,2021,49,6
Matara,2021,50,2
Matara,2021,51,2
Matara,2022,4,2
Matara,2022,5,3
Matara,2022,6,7
Matara,2022,7,15
Matara,2022,8,8
Matara,2022,9,7
Matara,2022,10,15
Matara,2022,11,8
Matara,2022,12,5
Matara,2022,13,5
Matara,2022,14,5
Matara,2022,15,8
Matara,2022,16,16
Matara,2022,17,9
Matara,2022,18,4
Matara,2022,19,7
Matara,2022,21,3
Matara,2022,22,4
Matara,2022,23,28
Matara,2022,24,22
Matara,2022,25,34
Matara,2022,26,57
Matara,2022,27,35
Matara,2022,28,23
Matara,2022,29,28
Matara,2022,30,23
Matara,2022,31,15
Matara,2022,32,11
Matara,2022,33,20
Matara,2022,34,13
Matara,2022,35,3
Matara,2022,36,11
Matara,2022,37,2
Matara,2022,38,11
Matara,2022,39,15
Matara,2022,40,16
Matara,2022,41,9
Matara,2022,42,15
Matara,2022,43,9
Matara,2022,44,13
Matara,2022,45,7
Matara,2022,46,22
Matara,2022,47,21
Matara,2022,48,26
Matara,2022,49,24
Matara,2022,50,23
Matara,2022,51,14
Matara,2022,52,40
Matara,2023,1,22
Matara,2023,3,37
Matara,2023,4,31
Matara,2023,5,17
Matara,2023,6,22
Matara,2023,7,4
Matara,2023,8,17
Matara,2023,9,8
Matara,2023,10,9
Matara,2023,11,14
Matara,2023,12,15
Matara,2023,13,17
Matara,2023,14,21
Matara,2023,15,21
Matara,2023,16,17
Matara,2023,17,45
Matara,2023,18,38
Matara,2023,19,38
Matara,2023,20,45
Matara,2023,21,33
Matara,2023,22,38
Matara,2023,23,47
Matara,2023,24,52
Matara,2023,25,55
Matara,2023,26,65
Matara,2023,27,78
Matara,2023,28,80
Matara,2023,29,49
Matara,2023,30,37
Matara,2023,32,65
Matara,2023,33,47
Matara,2023,34,46
Matara,2023,35,30
Matara,2023,36,44
Matara,2023,37,25
Matara,2023,38,26
Matara,2023,39,18
Matara,2023,40,22
Matara,2023,41,9
Matara,2023,42,24
Matara,2023,43,29
Matara,2023,44,21
Matara,2023,45,24
Matara,2023,46,15
Matara,2023,47,13
Matara,2023,48,22
Matara,2023,49,14
Matara,2023,50,27
Matara,2023,51,20
Matara,2024,1,45
Matara,2024,2,33
Matara,2024,3,28
Matara,2024,4,41
Matara,2024,5,25
Matara,2024,6,38
Matara,2024,7,38
Matara,2024,8,24
Matara,2024,9,44
Matara,2024,10,26
Matara,2024,11,21
Matara,2024,12,29
Matara,2024,13,17
Matara,2024,14,30
Matara,2024,15,64
Matara,2024,16,18
Matara,2024,17,25
Matara,2024,18,19
Matara,2024,19,31
Matara,2024,20,32
Matara,2024,21,43
Matara,2024,22,45
Matara,2024,23,56
Matara,2024,24,82
Matara,2024,25,63
Matara,2024,27,35
Matara,2024,28,60
Matara,2024,29,48
Matara,2024,30,40
Matara,2024,31,41
Matara,2024,32,34
Matara,2024,33,37
Matara,2024,34,30
Matara,2024,35,48
Matara,2024,37,22
Matara,2024,38,18
Matara,2024,39,23
Matara,2024,40,14
Monaragala,2022,8,3
Monaragala,2022,9,1
Monaragala,2022,10,3
Monaragala,2022,11,5
Monaragala,2022,12,1
Monaragala,2022,13,4
Monaragala,2022,14,6
Monaragala,2022,15,6
Monaragala,2022,16,1
Monaragala,2022,17,2
Monaragala,2022,19,3
Monaragala,2022,21,2
Monaragala,2022,22,1
Monaragala,2022,23,4
Monaragala,2022,24,4
Monaragala,2022,25,8
Monaragala,2022,26,5
Monaragala,2022,27,4
Monaragala,2022,28,11
Monaragala,2022,29,8
Monaragala,2022,30,19
Monaragala,2022,31,4
Monaragala,2022,32,1
Monaragala,2022,33,7
Monaragala,2022,37,4
Monaragala,2022,38,1
Monaragala,2022,39,6
Monaragala,2022,40,1
Monaragala,2022,41,3
Monaragala,2022,42,1
Monaragala,2022,43,6
Monaragala,2022,44,1
Monaragala,2022,45,5
Monaragala,2022,46,1
Monaragala,2022,47,5
Monaragala,2022,48,5
Monaragala,2022,49,6
Monaragala,2022,50,13
Monaragala,2022,51,6
Monaragala,2022,52,9
Monaragala,2023,1,7
Monaragala,2023,3,12
Monaragala,2023,4,14
Monaragala,2023,5,13
Monaragala,2023,6,5
Monaragala,2023,7,2
Monaragala,2023,8,8
Monaragala,2023,9,10
Monaragala,2023,10,7
Monaragala,2023,11,5
Monaragala,2023,12,8
Monaragala,2023,13,6
Monaragala,2023,14,9
Monaragala,2023,15,8
Monaragala,2023,16,3
Monaragala,2023,17,6
Monaragala,2023,18,4
Monaragala,2023,19,10
Monaragala,2023,20,10
Monaragala,2023,21,15
Monaragala,2023,22,8
Monaragala,2023,23,13
Monaragala,2023,24,16
Monaragala,2023,25,23
Monaragala,2023,26,19
Monaragala,2023,30,8
Monaragala,2023,36,12
Monaragala,2023,37,7
Monaragala,2023,38,9
Monaragala,2023,41,3
Monaragala,2023,43,14
Monaragala,2024,43,9
Mullaitivu,2022,44,1
Mullaitivu,2022,51,1
Mullaitivu,2023,3,1
Mullaitivu,2023,5,1
Mullaitivu,2023,7,1
Mullaitivu,2023,8,1
Mullaitivu,2023,14,1
Mullaitivu,2023,15,1
Mullaitivu,2023,16,1
Mullaitivu,2023,18,2
Mullaitivu,2023,22,1
Mullaitivu,2023,23,1
Mullaitivu,2023,26,1
Mullaitivu,2023,27,2
Mullaitivu,2023,32,1
Mullaitivu,2023,33,2
Mullaitivu,2023,36,1
Mullaitivu,2023,38,1
Mullaitivu,2023,39,1
Mullaitivu,2023,44,2
Mullaitivu,2023,47,1
Mullaitivu,2023,49,1
Mullaitivu,2023,50,3
Mullaitivu,2023,51,1
Mullaitivu,2024,1,2
Mullaitivu,2024,2,32
Mullaitivu,2024,3,2
Mullaitivu,2024,4,1
Mullaitivu,2024,8,1
Mullaitivu,2024,9,1
Mullaitivu,2024,10,1
Mullaitivu,2024,11,2
Mullaitivu,2024,13,3
Mullaitivu,2024,14,1
Mullaitivu,2024,15,4
Mullaitivu,2024,16,7
Mullaitivu,2024,17,2
Mullaitivu,2024,18,3
Mullaitivu,2024,19,3
Mullaitivu,2024,20,1
Mullaitivu,2024,21,9
Mullaitivu,2024,22,1
Mullaitivu,2024,23,11
Mullaitivu,2024,24,12
Mullaitivu,2024,25,9
Mullaitivu,2024,28,2
Mullaitivu,2024,29,6
Mullaitivu,2024,30,2
Mullaitivu,2024,31,2
Mullaitivu,2024,32,1
Mullaitivu,2024,33,2
Mullaitivu,2024,35,3
Mullaitivu,2024,40,1
Mullaitivu,2024,42,1
Mullaitivu,2024,47,5
Mullaitivu,2024,49,12
Mullaitivu,2024,51,4
Mullaitivu,2024,52,5
Nuwara Eliya,2021,2,2
Nuwara Eliya,2021,3,1
Nuwara Eliya,2021,43,1
Nuwara Eliya,2021,44,1
Nuwara Eliya,2021,45,1
Nuwara Eliya,2021,49,1
Nuwara Eliya,2021,50,1
Nuwara Eliya,2022,4,4
Nuwara Eliya,2022,7,1
Nuwara Eliya,2022,9,2
Nuwara Eliya,2022,10,3
Nuwara Eliya,2022,11,3
Nuwara Eliya,2022,12,1
Nuwara Eliya,2022,13,3
Nuwara Eliya,2022,14,1
Nuwara Eliya,2022,15,2
Nuwara Eliya,2022,16,1
Nuwara Eliya,2022,17,4
Nuwara Eliya,2022,23,3
Nuwara Eliya,2022,24,1
Nuwara Eliya,2022,26,1
Nuwara Eliya,2022,27,2
Nuwara Eliya,2022,29,3
Nuwara Eliya,2022,30,1
Nuwara Eliya,2022,31,1
Nuwara Eliya,2022,32,4
Nuwara Eliya,2022,33,3
Nuwara Eliya,2022,36,3
Nuwara Eliya,2022,37,1
Nuwara Eliya,2022,38,3
Nuwara Eliya,2022,39,3
Nuwara Eliya,2022,40,1
Nuwara Eliya,2022,41,3
Nuwara Eliya,2022,43,2
Nuwara Eliya,2022,44,4
Nuwara Eliya,2022,45,2
Nuwara Eliya,2022,46,6
Nuwara Eliya,2022,47,3
Nuwara Eliya,2022,48,2
Nuwara Eliya,2022,49,4
Nuwara Eliya,2022,50,4
Nuwara Eliya,2022,51,13
Nuwara Eliya,2022,52,5
Nuwara Eliya,2023,1,6
Nuwara Eliya,2023,3,5
Nuwara Eliya,2023,4,4
Nuwara Eliya,2023,5,2
Nuwara Eliya,2023,6,5
Nuwara Eliya,2023,7,1
Nuwara Eliya,2023,8,2
Nuwara Eliya,2023,9,5
Nuwara Eliya,2023,10,2
Nuwara Eliya,2023,12,4
Nuwara Eliya,2023,13,1
Nuwara Eliya,2023,15,1
Nuwara Eliya,2023,16,2
Nuwara Eliya,2023,17,1
Nuwara Eliya,2023,19,2
Nuwara Eliya,2023,20,10
Nuwara Eliya,2023,21,3
Nuwara Eliya,2023,22,3
Nuwara Eliya,2023,23,4
Nuwara Eliya,2023,24,8
Nuwara Eliya,2023,25,4
Nuwara Eliya,2023,26,6
Nuwara Eliya,2023,27,11
Nuwara Eliya,2023,28,9
Nuwara Eliya,2023,29,5
Nuwara Eliya,2023,30,8
Nuwara Eliya,2023,32,2
Nuwara Eliya,2023,33,3
Nuwara Eliya,2023,34,5
Nuwara Eliya,2023,35,3
Nuwara Eliya,2023,36,4
Nuwara Eliya,2023,37,1
Nuwara Eliya,2023,38,1
Nuwara Eliya,2023,39,1
Nuwara Eliya,2023,40,1
Nuwara Eliya,2023,41,3
Nuwara Eliya,2023,42,8
Nuwara Eliya,2023,43,4
Nuwara Eliya,2023,44,2
Nuwara Eliya,2023,45,5
Nuwara Eliya,2023,46,4
Nuwara Eliya,2023,47,4
Nuwara Eliya,2023,48,3
Nuwara Eliya,2023,49,6
Nuwara Eliya,2023,50,4
Nuwara Eliya,2023,51,5
Nuwara Eliya,2024,1,9
Nuwara Eliya,2024,2,1
Nuwara Eliya,2024,3,2
Nuwara Eliya,2024,4,4
Nuwara Eliya,2024,5,2
Nuwara Eliya,2024,6,1
Nuwara Eliya,2024,7,4
Nuwara Eliya,2024,8,5
Nuwara Eliya,2024,9,4
Nuwara Eliya,2024,10,2
Nuwara Eliya,2024,11,1
Nuwara Eliya,2024,13,4
Nuwara Eliya,2024,14,3
Nuwara Eliya,2024,15,8
Nuwara Eliya,2024,16,2
Nuwara Eliya,2024,17,2
Nuwara Eliya,2024,18,7
Nuwara Eliya,2024,19,8
Nuwara Eliya,2024,20,1
Nuwara Eliya,2024,21,8
Nuwara Eliya,2024,22,9
Nuwara Eliya,2024,23,6
Nuwara Eliya,2024,24,15
Nuwara Eliya,2024,25,15
Nuwara Eliya,2024,27,5
Nuwara Eliya,2024,28,3
Nuwara Eliya,2024,29,11
Nuwara Eliya,2024,30,8
Nuwara Eliya,2024,31,3
Nuwara Eliya,2024,32,8
Nuwara Eliya,2024,33,3
Nuwara Eliya,2024,34,5
Nuwara Eliya,2024,35,3
Nuwara Eliya,2024,37,4
Nuwara Eliya,2024,38,2
Nuwara Eliya,2024,39,2
Nuwara Eliya,2024,40,1
Nuwara Eliya,2024,41,1
Nuwara Eliya,2024,42,1
Nuwara Eliya,2024,43,1
Nuwara Eliya,2024,44,6
Nuwara Eliya,2024,45,4
Nuwara Eliya,2024,46,10
Nuwara Eliya,2024,47,16
Nuwara Eliya,2024,48,11
Nuwara Eliya,2024,49,6
Nuwara Eliya,2024,50,16
Nuwara Eliya,2024,51,4
Nuwara Eliya,2024,52,19
Polonnaruwa,2021,1,1
Polonnaruwa,2021,3,1
Polonnaruwa,2021,44,1
Polonnaruwa,2021,46,1
Polonnaruwa,2021,50,1
Polonnaruwa,2021,51,1
Polonnaruwa,2022,4,1
Polonnaruwa,2022,5,2
Polonnaruwa,2022,6,3
Polonnaruwa,2022,7,1
Polonnaruwa,2022,8,2
Polonnaruwa,2022,15,1
Polonnaruwa,2022,16,2
Polonnaruwa,2022,18,1
Polonnaruwa,2022,19,3
Polonnaruwa,2022,23,2
Polonnaruwa,2022,24,5
Polonnaruwa,2022,26,2
Polonnaruwa,2022,27,6
Polonnaruwa,2022,28,1
Polonnaruwa,2022,29,1
Polonnaruwa,2022,31,18
Polonnaruwa,2022,34,3
Polonnaruwa,2022,35,4
Polonnaruwa,2022,38,1
Polonnaruwa,2022,39,6
Polonnaruwa,2022,41,1
Polonnaruwa,2022,42,4
Polonnaruwa,2022,43,4
Polonnaruwa,2022,44,4
Polonnaruwa,2022,45,3
Polonnaruwa,2022,46,2
Polonnaruwa,2022,47,8
Polonnaruwa,2022,48,5
Polonnaruwa,2022,49,2
Polonnaruwa,2022,50,9
Polonnaruwa,2022,51,9
Polonnaruwa,2022,52,7
Polonnaruwa,2023,1,3
Polonnaruwa,2023,3,9
Polonnaruwa,2023,4,3
Polonnaruwa,2023,5,5
Polonnaruwa,2023,6,3
Polonnaruwa,2023,8,1
Polonnaruwa,2023,10,1
Polonnaruwa,2023,11,1
Polonnaruwa,2023,13,2
Polonnaruwa,2023,14,5
Polonnaruwa,2023,15,1
Polonnaruwa,2023,16,1
Polonnaruwa,2023,17,4
Polonnaruwa,2023,19,5
Polonnaruwa,2023,20,2
Polonnaruwa,2023,21,8
Polonnaruwa,2023,23,10
Polonnaruwa,2023,24,12
Polonnaruwa,2023,25,10
Polonnaruwa,2023,26,16
Polonnaruwa,2023,36,5
Polonnaruwa,2023,37,8
Polonnaruwa,2023,38,4
Polonnaruwa,2023,41,1
Polonnaruwa,2023,43,10
Puttalam,2021,1,13
Puttalam,2021,2,6
Puttalam,2021,3,19
Puttalam,2021,43,6
Puttalam,2021,44,2
Puttalam,2021,45,4
Puttalam,2021,46,3
Puttalam,2021,47,3
Puttalam,2021,49,13
Puttalam,2021,50,5
Puttalam,2021,51,1
Puttalam,2022,4,8
Puttalam,2022,5,12
Puttalam,2022,6,10
Puttalam,2022,7,5
Puttalam,2022,8,9
Puttalam,2022,9,13
Puttalam,2022,10,15
Puttalam,2022,11,10
Puttalam,2022,12,12
Puttalam,2022,13,18
Puttalam,2022,14,11
Puttalam,2022,15,16
Puttalam,2022,16,8
Puttalam,2022,17,20
Puttalam,2022,18,4
Puttalam,2022,19,6
Puttalam,2022,21,7
Puttalam,2022,22,4
Puttalam,2022,23,3
Puttalam,2022,24,6
Puttalam,2022,25,13
Puttalam,2022,26,11
Puttalam,2022,27,6
Puttalam,2022,28,11
Puttalam,2022,29,8
Puttalam,2022,30,14
Puttalam,2022,31,5
Puttalam,2022,32,7
Puttalam,2022,33,7
Puttalam,2022,34,6
Puttalam,2022,35,4
Puttalam,2022,36,1
Puttalam,2022,37,7
Puttalam,2022,38,1
Puttalam,2022,39,4
Puttalam,2022,40,6
Puttalam,2022,41,11
Puttalam,2022,42,6
Puttalam,2022,43,10
Puttalam,2022,44,6
Puttalam,2022,45,11
Puttalam,2022,46,11
Puttalam,2022,47,23
Puttalam,2022,48,32
Puttalam,2022,49,40
Puttalam,2022,50,43
Puttalam,2022,51,82
Puttalam,2022,52,89
Puttalam,2023,1,114
Puttalam,2023,3,138
Puttalam,2023,4,96
Puttalam,2023,5,84
Puttalam,2023,6,64
Puttalam,2023,7,60
Puttalam,2023,8,64
Puttalam,2023,9,82
Puttalam,2023,10,34
Puttalam,2023,11,46
Puttalam,2023,12,27
Puttalam,2023,13,28
Puttalam,2023,14,32
Puttalam,2023,15,28
Puttalam,2023,16,19
Puttalam,2023,17,25
Puttalam,2023,18,27
Puttalam,2023,19,30
Puttalam,2023,20,36
Puttalam,2023,21,51
Puttalam,2023,22,28
Puttalam,2023,23,56
Puttalam,2023,24,39
Puttalam,2023,25,70
Puttalam,2023,26,67
Puttalam,2023,27,75
Puttalam,2023,28,77
Puttalam,2023,29,60
Puttalam,2023,30,89
Puttalam,2023,32,63
Puttalam,2023,33,50
Puttalam,2023,34,55
Puttalam,2023,35,56
Puttalam,2023,36,45
Puttalam,2023,37,56
Puttalam,2023,38,46
Puttalam,2023,39,61
Puttalam,2023,40,65
Puttalam,2023,41,11
Puttalam,2023,42,91
Puttalam,2023,43,54
Puttalam,2023,44,60
Puttalam,2023,45,90
Puttalam,2023,46,84
Puttalam,2023,47,99
Puttalam,2023,48,156
Puttalam,2023,49,187
