district,year,week,cases,rainfall_mm,temp_avg_c,humidity_pct
Puttalam,2021,45,4,123.33,26.054285714285715,88.55428571428571
Puttalam,2021,46,3,48.88,26.392857142857142,87.40714285714286
Puttalam,2021,47,3,138.86,26.06,89.16
Puttalam,2021,49,13,19.08,26.301428571428573,85.34
Puttalam,2021,50,5,25.23,25.827142857142857,87.50857142857144
Puttalam,2021,51,1,0.3,24.83285714285714,82.02857142857144
Puttalam,2022,4,8,1.38,25.63,80.60285714285715
Puttalam,2022,5,12,0.06,25.27285714285714,79.17714285714285
Puttalam,2022,6,10,42.54,25.64428571428571,81.66857142857144
Puttalam,2022,7,5,7.760000000000001,25.664285714285715,80.66428571428571
Puttalam,2022,8,9,42.05,26.398571428571422,81.1842857142857
Puttalam,2022,9,13,6.17,26.27428571428572,80.6842857142857
Puttalam,2022,10,15,3.99,27.19142857142857,78.64857142857143
Puttalam,2022,11,10,5.5,28.07857142857143,75.45428571428572
Puttalam,2022,12,12,18.91,28.48,76.01571428571428
Puttalam,2022,13,18,19.17,28.48428571428571,76.64857142857143
Puttalam,2022,14,11,90.57,27.82857142857143,78.15142857142857
Puttalam,2022,15,16,55.88,27.548571428571428,84.70714285714287
Puttalam,2022,16,8,47.82,27.704285714285717,84.20285714285714
Puttalam,2022,17,20,48.89,28.50142857142857,82.42142857142858
Puttalam,2022,18,4,4.79,28.49285714285714,84.34142857142857
Puttalam,2022,19,6,15.02,28.15428571428572,82.45857142857143
Puttalam,2022,21,7,73.71000000000001,27.43,86.42428571428572
Puttalam,2022,22,4,12.02,27.224285714285717,85.17428571428572
Puttalam,2022,23,3,8.03,27.03857142857143,85.96285714285715
Puttalam,2022,24,6,20.64,26.87142857142857,85.39142857142858
Puttalam,2022,25,13,2.04,27.43285714285714,82.78142857142858
Puttalam,2022,26,11,2.52,27.622857142857143,82.14142857142858
Puttalam,2022,27,6,1.77,27.094285714285714,81.03
Puttalam,2022,28,11,2.39,27.18285714285714,80.89285714285714
Puttalam,2022,29,8,37.24,27.2,82.89142857142858
Puttalam,2022,30,14,40.38,27.15428571428572,81.31142857142856
Puttalam,2022,31,5,20.0,26.84857142857143,82.29142857142857
Puttalam,2022,32,7,0.38,27.357142857142858,80.93857142857144
Puttalam,2022,33,7,4.37,27.53,80.45285714285714
Puttalam,2022,34,6,19.36,26.462857142857143,82.21142857142857
Puttalam,2022,35,4,53.88,26.5,84.45142857142856
Puttalam,2022,36,1,31.56,26.56142857142857,84.30571428571429
Puttalam,2022,37,7,0.73,27.124285714285715,80.46857142857142
Puttalam,2022,38,1,2.1,27.72,76.74285714285715
Puttalam,2022,39,4,8.47,27.62142857142857,78.6557142857143
Puttalam,2022,40,6,8.89,27.47142857142857,77.02
Puttalam,2022,41,11,56.34,27.12285714285714,82.04142857142857
Puttalam,2022,42,6,87.09,26.37857142857143,85.22
Puttalam,2022,43,10,20.47,26.53428571428572,81.87285714285714
Puttalam,2022,44,6,100.55,26.057142857142857,87.36714285714287
Puttalam,2022,45,11,89.17,25.835714285714285,86.51857142857143
Puttalam,2022,46,11,19.83,25.564285714285717,83.09714285714287
Puttalam,2022,47,23,6.57,26.32428571428571,78.22142857142856
Puttalam,2022,48,32,41.47,26.178571428571427,83.73857142857143
Puttalam,2022,49,40,41.78,25.587142857142855,82.45
Puttalam,2022,50,43,8.1,25.814285714285717,83.61571428571428
Puttalam,2022,51,82,159.57,25.685714285714287,90.08
Puttalam,2022,52,89,14.2,25.268571428571427,86.60571428571428
Puttalam,2023,1,114,34.9,24.818571428571428,85.22571428571429
Puttalam,2023,3,138,16.75,24.481428571428573,82.39714285714285
Puttalam,2023,4,96,22.87,24.84857142857143,83.89714285714285
Puttalam,2023,5,84,61.1,25.464285714285715,87.85000000000001
Puttalam,2023,6,64,7.83,25.16,83.71571428571428
Puttalam,2023,7,60,2.93,24.595714285714287,81.92285714285715
Puttalam,2023,8,64,4.63,25.124285714285715,79.93857142857142
Puttalam,2023,9,82,18.76,26.117142857142856,81.53285714285714
Puttalam,2023,10,34,2.36,26.665714285714284,81.64142857142858
Puttalam,2023,11,46,38.12,27.392857142857142,80.00857142857141
Puttalam,2023,12,27,28.02,28.018571428571427,77.75571428571428
Puttalam,2023,13,28,10.23,28.74142857142857,73.92428571428572
Puttalam,2023,14,32,55.05,28.005714285714284,78.13428571428571
Puttalam,2023,15,28,9.06,28.577142857142857,76.75571428571428
Puttalam,2023,16,19,6.83,29.162857142857145,76.15428571428572
Puttalam,2023,17,25,54.44,28.622857142857143,78.08
Puttalam,2023,18,27,127.92,27.537142857142857,83.19285714285715
Puttalam,2023,19,30,10.93,28.11142857142857,81.71142857142857
Puttalam,2023,20,36,2.22,28.45,85.06285714285714
Puttalam,2023,21,51,0.71,28.454285714285717,83.29714285714286
Puttalam,2023,22,28,4.98,28.564285714285717,81.26428571428572
Puttalam,2023,23,56,2.94,28.56142857142857,81.27714285714286
Puttalam,2023,24,39,7.83,28.525714285714287,81.04857142857144
Puttalam,2023,25,70,2.47,28.307142857142857,80.99857142857142
Puttalam,2023,26,67,12.18,27.698571428571427,82.03285714285714
Puttalam,2023,27,75,7.58,27.687142857142856,78.19857142857143
Puttalam,2023,28,77,2.23,28.125714285714285,78.91714285714285
Puttalam,2023,29,60,1.38,28.202857142857145,79.33857142857143
Puttalam,2023,30,89,4.17,28.232857142857146,77.49285714285715
Puttalam,2023,32,63,4.41,28.44857142857143,76.99285714285715
Puttalam,2023,33,50,0.5,28.73857142857143,72.05285714285715
Puttalam,2023,34,55,1.4,29.21,72.31714285714285
Puttalam,2023,35,56,37.33,28.27857142857143,77.0942857142857
Puttalam,2023,36,45,33.89,28.12,77.59285714285714
Puttalam,2023,37,56,15.02,28.00142857142857,76.93285714285715
Puttalam,2023,38,46,32.32,27.77,79.12285714285714
Puttalam,2023,39,61,43.72,27.837142857142855,79.73142857142857
Puttalam,2023,40,65,49.94,27.39,83.42285714285715
Puttalam,2023,41,11,86.75999999999999,26.98,84.7942857142857
Puttalam,2023,42,91,75.85000000000001,26.841428571428573,84.27714285714286
Puttalam,2023,43,54,60.25,27.12,81.81857142857143
Puttalam,2023,44,60,182.29,26.708571428571428,85.02285714285713
Puttalam,2023,45,90,113.55,26.884285714285717,85.88857142857144
Puttalam,2023,46,84,71.28,26.955714285714286,87.45714285714287
Puttalam,2023,47,99,78.02,26.892857142857142,84.96714285714286
Puttalam,2023,48,156,54.39,26.45142857142857,89.92285714285715
Puttalam,2023,49,187,87.02,27.038571428571423,89.24571428571429
Puttalam,2023,50,291,143.59,26.527142857142856,89.54285714285713
Puttalam,2023,51,259,34.85,26.442857142857143,88.49428571428572
Puttalam,2024,1,190,43.15,26.36285714285714,87.22714285714287
Puttalam,2024,2,273,59.47,25.615714285714287,87.63142857142857
Puttalam,2024,3,257,21.44,25.49428571428572,84.61428571428571
Puttalam,2024,4,294,0.17,25.004285714285714,82.80999999999999
Puttalam,2024,5,190,21.0,26.42,86.31000000000002
Puttalam,2024,6,222,0.56,25.61285714285714,82.74
Puttalam,2024,7,150,0.45,26.464285714285715,83.36571428571429
Puttalam,2024,8,147,5.5600000000000005,27.164285714285715,82.33142857142857
Puttalam,2024,9,104,0.13,27.10571428571429,80.40714285714286
Puttalam,2024,10,117,0.0,26.87857142857143,75.53285714285714
Puttalam,2024,11,108,0.01,28.05857142857143,69.39
Puttalam,2024,12,63,9.49,28.897142857142857,71.78142857142858
Puttalam,2024,13,105,5.13,29.6,68.04857142857144
Puttalam,2024,14,46,12.94,30.467142857142857,69.96714285714286
Puttalam,2024,15,114,19.43,30.35142857142857,69.22428571428571
Puttalam,2024,16,50,10.71,30.645714285714288,72.19428571428571
Puttalam,2024,17,63,8.629999999999999,30.858571428571427,68.8157142857143
Puttalam,2024,18,37,19.24,30.474285714285717,75.62428571428572
Puttalam,2024,19,57,36.18,29.884285714285717,75.04714285714286
Puttalam,2024,20,42,152.55,28.62,82.27142857142857
Puttalam,2024,21,65,51.73,28.5,83.96857142857142
Puttalam,2024,22,42,22.93,28.31142857142857,86.48428571428572
Puttalam,2024,23,49,11.67,27.821428571428573,86.24571428571429
Puttalam,2024,24,88,2.91,28.012857142857143,85.95
Puttalam,2024,25,36,10.68,27.96142857142857,83.62142857142858
Puttalam,2024,27,44,7.02,28.00714285714286,82.12
Puttalam,2024,28,39,4.97,28.04142857142857,79.41571428571429
Puttalam,2024,29,33,1.98,28.05857142857143,81.09285714285714
Puttalam,2024,30,33,2.46,28.28428571428572,80.87285714285714
Puttalam,2024,31,35,7.9,28.06571428571428,79.63857142857144
Puttalam,2024,32,23,29.33,27.967142857142857,78.97142857142856
Puttalam,2024,33,20,68.16,27.787142857142857,84.46428571428571
Puttalam,2024,34,17,45.06,27.34142857142857,83.41999999999999
Puttalam,2024,35,40,5.37,27.767142857142854,80.99428571428572
Puttalam,2024,37,11,4.3,28.26571428571429,80.56857142857143
Puttalam,2024,38,8,0.62,28.52142857142857,78.23142857142857
Puttalam,2024,39,8,8.81,28.76571428571429,77.04857142857144
Puttalam,2024,40,8,25.47,28.415714285714284,78.24142857142859
Puttalam,2024,41,8,79.03,26.81,84.47714285714287
Puttalam,2024,42,17,48.86,27.305714285714284,83.90714285714286
Puttalam,2024,43,22,48.17,27.375714285714285,86.19285714285715
Puttalam,2024,44,32,58.57,27.48,84.26714285714286
Puttalam,2024,45,75,70.03999999999999,27.172857142857143,83.26571428571428
Puttalam,2024,46,99,31.47,27.285714285714285,84.85857142857142
Puttalam,2024,47,105,68.27,26.82,87.19285714285715
Puttalam,2024,48,108,82.54,26.374285714285715,87.94142857142857
Puttalam,2024,49,122,4.42,26.68285714285714,82.57428571428571
Puttalam,2024,50,155,70.45,26.33,86.24714285714286
Puttalam,2024,51,136,25.28,26.52142857142857,88.14
Puttalam,2024,52,90,8.39,26.337142857142855,83.53142857142858
Ratnapura,2023,36,50,83.4,25.06714285714286,88.67142857142858
Ratnapura,2023,37,49,77.82,24.81,88.65428571428572
Ratnapura,2023,38,53,90.11,24.75857142857143,89.81285714285715
Ratnapura,2023,41,19,112.04,24.72714285714286,90.96
Ratnapura,2023,43,38,120.55,24.66857142857143,89.85857142857142
Trincomalee,2021,1,4,107.03,26.112857142857145,88.54142857142857
Trincomalee,2021,2,2,130.23,26.20142857142857,87.56000000000002
Trincomalee,2021,3,3,9.33,26.077142857142857,83.82571428571428
Trincomalee,2021,44,2,97.93,27.1,85.23285714285714
Trincomalee,2021,45,3,200.39,26.56571428571429,88.10000000000001
Trincomalee,2021,46,1,45.33,26.935714285714287,86.1842857142857
Trincomalee,2021,47,4,205.09,26.595714285714283,87.28571428571429
Trincomalee,2021,51,5,3.08,25.96142857142857,76.3
Trincomalee,2022,4,3,7.930000000000001,25.97142857142857,79.86714285714287
Trincomalee,2022,5,2,0.35,25.822857142857146,76.05571428571429
Trincomalee,2022,6,3,91.25,26.305714285714284,81.58
Trincomalee,2022,7,16,23.42,26.25,79.5942857142857
Trincomalee,2022,8,11,50.25,26.74428571428572,80.33142857142857
Trincomalee,2022,9,9,12.72,26.91857142857143,80.94428571428571
Trincomalee,2022,10,6,0.76,27.00857142857143,81.06857142857143
Trincomalee,2022,11,17,9.69,27.687142857142856,78.14285714285714
Trincomalee,2022,12,6,15.58,28.192857142857143,80.90857142857143
Trincomalee,2022,13,5,19.22,28.32857142857143,79.13285714285715
Trincomalee,2022,14,4,133.7,27.77,79.44000000000001
Trincomalee,2022,15,1,143.02,28.37285714285714,81.47714285714287
Trincomalee,2022,16,2,41.16,28.23428571428571,82.60428571428572
Trincomalee,2022,17,14,30.18,28.747142857142855,81.35571428571428
Trincomalee,2022,18,1,8.64,28.84714285714286,83.29857142857144
Trincomalee,2022,19,3,6.51,28.34,84.16142857142857
Trincomalee,2022,21,1,18.7,28.075714285714287,84.80428571428571
Trincomalee,2022,22,2,4.62,28.02,83.02142857142857
Trincomalee,2022,23,2,1.45,27.934285714285718,81.91857142857143
Trincomalee,2022,24,3,33.83,27.94142857142857,81.16428571428571
Trincomalee,2022,25,1,2.14,28.145714285714288,79.62571428571428
Trincomalee,2022,26,6,3.02,28.78428571428572,77.85285714285715
Trincomalee,2022,29,2,42.79,28.23,79.74857142857142
Trincomalee,2022,33,3,8.83,28.737142857142857,76.06428571428572
Trincomalee,2022,35,1,57.94,27.312857142857144,81.30857142857143
Trincomalee,2022,37,3,0.08,28.388571428571428,76.14142857142858
Trincomalee,2022,38,3,2.4,28.762857142857143,73.23285714285714
Trincomalee,2022,39,2,12.21,28.610000000000003,74.77857142857144
Trincomalee,2022,40,2,10.26,28.304285714285715,74.17285714285715
Trincomalee,2022,41,2,88.22,27.95142857142857,78.34714285714287
Trincomalee,2022,42,2,83.3,27.15857142857143,82.95
Trincomalee,2022,44,6,127.42,26.78428571428572,84.83571428571429
Trincomalee,2022,46,19,24.94,26.50857142857143,82.06857142857143
Trincomalee,2022,47,9,3.03,26.33857142857143,80.62142857142858
Trincomalee,2022,48,17,50.61,26.63,82.34142857142857
Trincomalee,2022,49,15,59.54,25.428571428571427,84.0
Trincomalee,2022,50,23,12.68,26.25142857142857,82.07428571428571
Trincomalee,2022,51,36,163.78,26.254285714285714,89.23571428571428
Trincomalee,2022,52,19,8.280000000000001,25.89428571428571,83.3442857142857
Trincomalee,2023,1,31,64.73,25.827142857142857,81.27571428571427
Trincomalee,2023,3,24,10.01,25.50857142857143,77.09571428571428
Trincomalee,2023,4,41,62.73,25.607142857142858,80.86428571428571
Trincomalee,2023,5,27,237.27,26.020000000000003,86.22571428571429
Trincomalee,2023,6,27,3.87,25.83,80.50142857142858
Trincomalee,2023,7,19,7.4,25.425714285714285,78.78999999999999
Trincomalee,2023,8,35,5.9,25.84142857142857,75.85142857142857
Trincomalee,2023,9,14,30.76,26.83428571428572,78.94142857142857
Trincomalee,2023,10,26,13.82,26.818571428571428,81.93571428571428
Trincomalee,2023,11,22,16.740000000000002,27.388571428571428,80.73571428571428
Trincomalee,2023,12,22,56.02,28.042857142857144,79.25
Trincomalee,2023,13,52,19.57,28.04,76.54857142857144
Trincomalee,2023,14,35,22.93,28.12,78.75142857142858
Trincomalee,2023,15,54,10.49,28.837142857142855,74.62571428571428
Trincomalee,2023,16,43,10.56,29.298571428571428,76.03857142857143
Trincomalee,2023,17,36,54.05,29.085714285714285,77.98428571428572
Trincomalee,2023,18,92,132.79999999999998,27.74285714285714,83.98571428571428
Trincomalee,2023,19,70,20.01,28.15714285714285,82.10857142857142
Trincomalee,2023,20,90,3.77,28.924285714285716,84.08571428571429
Trincomalee,2023,21,34,2.2,29.08142857142857,81.59857142857143
Trincomalee,2023,22,20,3.93,28.955714285714286,81.60571428571428
Trincomalee,2023,23,52,1.74,29.005714285714284,80.85428571428572
Trincomalee,2023,24,37,21.18,29.03142857142857,79.68285714285715
Trincomalee,2023,25,9,2.79,28.93857142857143,77.67714285714285
Trincomalee,2023,26,37,6.4,28.57,78.34285714285714
Trincomalee,2023,27,8,2.4,28.58428571428572,75.24285714285715
Trincomalee,2023,28,14,1.88,29.434285714285718,73.53285714285714
Trincomalee,2023,29,11,1.0,29.40571428571429,72.56285714285714
Trincomalee,2023,30,6,0.8500000000000001,29.544285714285717,71.64857142857143
Trincomalee,2023,32,5,8.78,30.024285714285718,69.86428571428571
Trincomalee,2023,33,4,0.08,30.204285714285717,66.08714285714287
Trincomalee,2023,34,1,3.73,30.447142857142858,67.25571428571428
Trincomalee,2023,35,6,32.04,29.35571428571429,73.48428571428572
Trincomalee,2023,36,6,14.14,29.095714285714287,73.49714285714286
Trincomalee,2023,37,1,10.45,29.23,71.86428571428571
Trincomalee,2023,38,2,26.57,28.76,75.51857142857143
Trincomalee,2023,39,4,20.61,28.731428571428573,75.73714285714286
Trincomalee,2023,40,7,36.06,28.85571428571429,76.98
Trincomalee,2023,41,2,151.61,28.282857142857143,78.9557142857143
Trincomalee,2023,42,8,86.0,27.53857142857143,81.29857142857144
Trincomalee,2023,43,1,37.11,27.58857142857143,79.28999999999999
Trincomalee,2023,44,6,213.47,27.388571428571428,82.93142857142857
Trincomalee,2023,45,17,114.91,27.368571428571425,83.84571428571428
Trincomalee,2023,46,4,171.5,27.49857142857143,84.89999999999999
Trincomalee,2023,47,5,47.92,27.53142857142857,81.71857142857142
Trincomalee,2023,48,5,141.59,27.16142857142857,88.73428571428572
Trincomalee,2023,49,24,67.57,27.435714285714287,88.18142857142857
Trincomalee,2023,50,16,206.04,27.16,87.78857142857143
Trincomalee,2023,51,10,55.46,27.072857142857146,84.55428571428571
Trincomalee,2024,1,29,60.88,26.92142857142857,83.69571428571429
Trincomalee,2024,2,16,115.99,26.55857142857143,83.02857142857144
Trincomalee,2024,3,31,58.45,26.21,80.86857142857141
Trincomalee,2024,4,38,3.3600000000000003,26.277142857142856,75.93285714285715
Trincomalee,2024,5,43,21.71,27.00714285714286,85.48142857142857
Trincomalee,2024,6,25,1.12,26.548571428571428,78.69000000000001
Trincomalee,2024,7,34,3.56,27.187142857142856,80.13285714285715
Trincomalee,2024,8,62,4.85,27.292857142857144,80.64999999999999
Trincomalee,2024,9,49,0.26,27.40714285714285,79.29857142857142
Trincomalee,2024,10,55,0.0,26.93,77.17857142857143
Trincomalee,2024,11,50,0.0,27.69142857142857,74.28857142857143
Trincomalee,2024,12,41,22.27,28.36285714285714,77.30857142857143
Trincomalee,2024,13,124,6.220000000000001,28.695714285714285,75.17285714285715
Trincomalee,2024,14,102,4.53,29.568571428571428,75.2057142857143
Trincomalee,2024,15,272,13.21,29.525714285714287,76.40428571428572
Trincomalee,2024,16,94,5.0200000000000005,30.41142857142857,74.24857142857142
Trincomalee,2024,17,116,7.13,30.25142857142857,73.45285714285714
Trincomalee,2024,18,156,7.539999999999999,31.08285714285714,74.80142857142857
Trincomalee,2024,19,97,38.620000000000005,30.277142857142856,76.15857142857143
Trincomalee,2024,20,107,121.55,29.017142857142854,81.43571428571428
Trincomalee,2024,21,80,34.660000000000004,28.897142857142857,83.91428571428571
Trincomalee,2024,22,64,13.29,29.15571428571429,82.93142857142857
Trincomalee,2024,23,83,6.42,28.957142857142856,80.61285714285714
Trincomalee,2024,24,131,0.78,29.102857142857143,80.0657142857143
Trincomalee,2024,25,59,6.64,29.21,77.5657142857143
Trincomalee,2024,27,27,5.13,29.25857142857143,75.25714285714285
Trincomalee,2024,28,23,2.97,29.33857142857143,73.85285714285715
Trincomalee,2024,29,24,0.3399999999999999,29.49285714285714,73.07285714285715
Trincomalee,2024,30,14,3.04,29.85142857142857,72.13285714285715
Trincomalee,2024,31,14,7.28,29.505714285714284,72.82857142857144
Trincomalee,2024,32,6,36.67,29.072857142857146,76.18714285714286
Trincomalee,2024,33,7,32.5,29.071428571428573,79.22714285714287
Trincomalee,2024,34,10,43.81,28.74857142857143,75.82714285714285
Trincomalee,2024,35,10,5.52,28.897142857142857,75.91142857142857
Trincomalee,2024,37,4,1.44,29.56142857142857,74.02285714285713
Trincomalee,2024,38,3,0.8500000000000001,29.73,72.73571428571428
Trincomalee,2024,39,1,12.22,29.29,75.9057142857143
Trincomalee,2024,40,4,24.71,29.19428571428572,75.23571428571428
Trincomalee,2024,41,6,91.29,27.824285714285715,79.83
Trincomalee,2024,42,7,61.92,27.972857142857144,81.94857142857143
Trincomalee,2024,43,3,31.34,28.05857142857143,82.84285714285714
Trincomalee,2024,44,12,49.19,28.01,82.10285714285715
Trincomalee,2024,45,12,56.74,27.964285714285715,80.44714285714285
Trincomalee,2024,46,11,42.46,27.75142857142857,84.12857142857142
Trincomalee,2024,47,11,118.18,27.457142857142856,85.47142857142856
Trincomalee,2024,48,9,304.55,26.827142857142857,90.0657142857143
Trincomalee,2024,49,18,2.66,27.038571428571423,82.28857142857143
Trincomalee,2024,50,27,83.49,26.89,85.32000000000001
Trincomalee,2024,51,15,37.9,26.767142857142854,88.76428571428572
Trincomalee,2024,52,31,14.06,26.592857142857145,84.04285714285713
Vavuniya,2021,1,1,89.0,25.617142857142856,91.18
Vavuniya,2021,2,1,153.67000000000002,25.481428571428573,91.43
Vavuniya,2021,3,1,6.12,25.19142857142857,86.36142857142856
Vavuniya,2021,47,1,211.87,25.93285714285714,91.04571428571428
Vavuniya,2022,5,1,0.21,24.624285714285715,80.17857142857143
Vavuniya,2022,7,8,8.459999999999999,25.26,81.91285714285713
Vavuniya,2022,8,2,12.85,25.94142857142857,81.86571428571428
Vavuniya,2022,9,1,17.53,26.175714285714285,81.89
Vavuniya,2022,10,3,0.22,26.52142857142857,81.53999999999999
Vavuniya,2022,11,1,4.17,27.43428571428572,76.39
Vavuniya,2022,13,3,9.99,28.897142857142857,75.77142857142857
Vavuniya,2022,14,2,81.64,27.965714285714284,77.56285714285714
Vavuniya,2022,16,2,34.18,27.762857142857143,84.61285714285714
Vavuniya,2022,19,1,2.66,28.28,81.93142857142857
Vavuniya,2022,22,1,1.34,28.167142857142856,79.29285714285713
Vavuniya,2022,27,1,3.53,28.527142857142856,71.87
Vavuniya,2022,28,2,48.04,27.895714285714284,76.62857142857145
Vavuniya,2022,29,1,37.13,27.93,80.56714285714285
Vavuniya,2022,31,1,10.23,27.592857142857145,78.96000000000001
Vavuniya,2022,33,1,16.6,28.452857142857145,77.00142857142858
Vavuniya,2022,35,1,31.19,27.09857142857143,81.88
Vavuniya,2022,40,1,14.96,27.952857142857145,75.25
Vavuniya,2022,42,2,77.99,26.672857142857143,84.87285714285714
Vavuniya,2022,46,2,16.54,25.60571428571429,84.72571428571429
Vavuniya,2022,47,1,1.01,25.58285714285714,83.97285714285714
Vavuniya,2022,48,2,47.64,25.891428571428573,85.8157142857143
Vavuniya,2022,49,4,103.4,24.571428571428573,86.56285714285715
Vavuniya,2022,50,3,6.43,25.52285714285714,85.15142857142858
Vavuniya,2022,51,1,118.61,25.61,91.45714285714288
Vavuniya,2022,52,2,4.79,25.147142857142857,86.81857142857143
Vavuniya,2023,1,5,51.04,24.81714285714286,84.23
Vavuniya,2023,3,8,4.36,24.277142857142856,81.38857142857144
Vavuniya,2023,4,6,21.01,24.654285714285717,83.73428571428572
Vavuniya,2023,5,8,169.18,25.385714285714283,89.18714285714285
Vavuniya,2023,6,1,1.13,24.83,83.3442857142857
Vavuniya,2023,8,3,0.92,24.60571428571429,79.51857142857143
Vavuniya,2023,9,2,17.240000000000002,25.958571428571428,82.08285714285714
Vavuniya,2023,10,1,4.77,26.24857142857143,83.50428571428571
Vavuniya,2023,11,2,10.2,26.928571428571427,81.98285714285714
Vavuniya,2023,12,2,40.06,27.61285714285714,81.50142857142858
Vavuniya,2023,13,1,5.57,27.98857142857143,76.58428571428571
Vavuniya,2023,14,2,17.53,28.122857142857143,77.36714285714285
Vavuniya,2023,15,1,5.42,28.934285714285718,72.43571428571428
Vavuniya,2023,16,1,8.88,29.512857142857143,73.59
Vavuniya,2023,19,1,9.97,27.7,84.13857142857144
Vavuniya,2023,22,1,2.8800000000000003,28.692857142857143,80.47571428571429
Vavuniya,2023,23,1,1.14,28.91857142857143,79.54857142857144
Vavuniya,2023,24,4,14.62,29.025714285714287,77.91285714285713
Vavuniya,2023,25,1,4.69,28.78428571428572,77.05285714285715
Vavuniya,2023,26,1,2.37,28.447142857142858,76.34857142857143
Vavuniya,2023,36,1,6.819999999999999,29.268571428571427,70.08714285714287
Vavuniya,2023,43,1,36.42,27.16714285714286,81.47714285714287
Vavuniya,2024,20,9,83.64,29.118571428571425,80.4057142857143
Vavuniya,2024,21,4,28.36,28.602857142857143,83.60142857142857
Vavuniya,2024,22,4,16.36,29.40714285714285,80.11
Vavuniya,2024,23,4,6.57,28.45,82.28714285714285
Vavuniya,2024,43,4,28.17,27.46857142857143,85.19000000000001
Vavuniya,2024,49,1,2.42,26.392857142857142,85.58714285714287
Vavuniya,2024,50,7,63.52,26.172857142857143,88.68285714285715
